"date","broad_cat","disp_desc","n"
2018-07-30,"Suspicious activity/threats","False Alarm",1
2018-07-30,"Suspicious activity/threats","Referred",1
2018-07-30,"Suspicious activity/threats","Report Taken",1
2018-07-30,"Suspicious activity/threats","Service",4
2018-07-30,"Suspicious activity/threats","Unable to Locate",2
2018-07-30,"Suspicious activity/threats","Unfounded",1
2018-07-30,"Violent crime, physical & sexual abuse, death","Report Taken",1
2018-07-31,"Miscellaneous general","Service",7
2018-07-31,"Public services","Advised",2
2018-07-31,"Public services","Incident Number Given",1
2018-07-31,"Public services","Report Taken",1
2018-07-31,"Public services","Service",9
2018-07-31,"Bikes","Service",1
2018-07-31,"Checkup","Cancelled by RP",5
2018-07-31,"Checkup","False Alarm",1
2018-07-31,"Checkup","Service",25
2018-07-31,"Checkup","Unable to Locate",1
2018-07-31,"Patrol","Advised",1
2018-07-31,"Patrol","Service",7
2018-07-31,"Vehicular violations","Advised",3
2018-07-31,"Vehicular violations","Cancelled by RP",1
2018-07-31,"Vehicular violations","Cited",6
2018-07-31,"Vehicular violations","Referred",4
2018-07-31,"Vehicular violations","Service",9
2018-07-31,"Vehicular violations","Unable to Locate",1
2018-07-31,"Miscellaneous crime/citation","Advised",1
2018-07-31,"Miscellaneous crime/citation","Referred",1
2018-07-31,"Miscellaneous crime/citation","Service",8
2018-07-31,"Disturbance","Arrest Made",1
2018-07-31,"Disturbance","Incident Number Given",1
2018-07-31,"Disturbance","Service",4
2018-07-31,"Disturbance","Unable to Locate",1
2018-07-31,"Alcohol/drugs","Service",1
2018-07-31,"Accidents/injuries","Service",1
2018-07-31,"Burglary/theft","Report Taken",1
2018-07-31,"Burglary/theft","Service",2
2018-07-31,"Burglary/theft","Unable to Locate",1
2018-07-31,"Person search","Advised",1
2018-07-31,"Person search","Service",2
2018-07-31,"Person search","Unable to Locate",1
2018-07-31,"Suspicious activity/threats","Advised",2
2018-07-31,"Suspicious activity/threats","Incident Number Given",1
2018-07-31,"Suspicious activity/threats","Service",9
2018-07-31,"Suspicious activity/threats","Unable to Locate",1
2018-07-31,"Violent crime, physical & sexual abuse, death","Report Taken",2
2018-08-01,"Miscellaneous general","Report Taken",2
2018-08-01,"Miscellaneous general","Service",9
2018-08-01,"Public services","Advised",2
2018-08-01,"Public services","Incident Number Given",1
2018-08-01,"Public services","Referred",1
2018-08-01,"Public services","Service",11
2018-08-01,"Bikes","Advised",1
2018-08-01,"Bikes","Referred",1
2018-08-01,"Checkup","Cancelled by RP",5
2018-08-01,"Checkup","Report Taken",3
2018-08-01,"Checkup","Service",13
2018-08-01,"Checkup","Unable to Locate",2
2018-08-01,"Patrol","Service",12
2018-08-01,"Vehicular violations","Advised",5
2018-08-01,"Vehicular violations","Cited",4
2018-08-01,"Vehicular violations","Referred",6
2018-08-01,"Vehicular violations","Service",10
2018-08-01,"Miscellaneous crime/citation","Arrest Made",1
2018-08-01,"Miscellaneous crime/citation","Service",19
2018-08-01,"Miscellaneous crime/citation","Unable to Locate",1
2018-08-01,"Disturbance","Service",3
2018-08-01,"Burglary/theft","Cancelled by RP",2
2018-08-01,"Burglary/theft","False Alarm",1
2018-08-01,"Burglary/theft","Report Taken",2
2018-08-01,"Burglary/theft","Service",2
2018-08-01,"Burglary/theft","Unable to Locate",1
2018-08-01,"Person search","Service",4
2018-08-01,"Person search","Unable to Locate",2
2018-08-01,"Suspicious activity/threats","Advised",2
2018-08-01,"Suspicious activity/threats","Arrest Made",1
2018-08-01,"Suspicious activity/threats","Service",6
2018-08-01,"Suspicious activity/threats","Unable to Locate",3
2018-08-01,"Violent crime, physical & sexual abuse, death","Report Taken",1
2018-08-02,"Miscellaneous general","Cancelled by RP",1
2018-08-02,"Miscellaneous general","Service",7
2018-08-02,"Public services","Service",7
2018-08-02,"Checkup","Advised",1
2018-08-02,"Checkup","Cancelled by RP",3
2018-08-02,"Checkup","Cited",1
2018-08-02,"Checkup","Referred",1
2018-08-02,"Checkup","Service",25
2018-08-02,"Patrol","Service",23
2018-08-02,"Vehicular violations","Advised",5
2018-08-02,"Vehicular violations","Cited",1
2018-08-02,"Vehicular violations","Referred",2
2018-08-02,"Vehicular violations","Service",12
2018-08-02,"Miscellaneous crime/citation","Report Taken",1
2018-08-02,"Miscellaneous crime/citation","Service",6
2018-08-02,"Disturbance","Advised",1
2018-08-02,"Disturbance","Service",2
2018-08-02,"Disturbance","Unable to Locate",2
2018-08-02,"Accidents/injuries","Incident Number Given",1
2018-08-02,"Accidents/injuries","Service",1
2018-08-02,"Burglary/theft","Advised",1
2018-08-02,"Burglary/theft","Report Taken",1
2018-08-02,"Burglary/theft","Service",3
2018-08-02,"Burglary/theft","Unable to Locate",1
2018-08-02,"Person search","Service",1
2018-08-02,"Person search","Unable to Locate",1
2018-08-02,"Suspicious activity/threats","Advised",3
2018-08-02,"Suspicious activity/threats","Cancelled by RP",1
2018-08-02,"Suspicious activity/threats","Service",7
2018-08-02,"Suspicious activity/threats","Unfounded",1
2018-08-02,"Violent crime, physical & sexual abuse, death","Report Taken",1
2018-08-02,"Violent crime, physical & sexual abuse, death","Service",1
2018-08-03,"Miscellaneous general","Referred",1
2018-08-03,"Miscellaneous general","Report Taken",1
2018-08-03,"Miscellaneous general","Service",6
2018-08-03,"Public services","Service",8
2018-08-03,"Public services","Unfounded",1
2018-08-03,"Bikes","Service",2
2018-08-03,"Checkup","Cancelled by RP",6
2018-08-03,"Checkup","False Alarm",2
2018-08-03,"Checkup","Service",20
2018-08-03,"Checkup","Unable to Locate",2
2018-08-03,"Checkup","Unfounded",1
2018-08-03,"Patrol","Service",9
2018-08-03,"Vehicular violations","Advised",5
2018-08-03,"Vehicular violations","Arrest Made",2
2018-08-03,"Vehicular violations","Referred",4
2018-08-03,"Vehicular violations","Report Taken",1
2018-08-03,"Vehicular violations","Service",6
2018-08-03,"Vehicular violations","Unable to Locate",2
2018-08-03,"Miscellaneous crime/citation","Arrest Made",1
2018-08-03,"Miscellaneous crime/citation","MORF",1
2018-08-03,"Miscellaneous crime/citation","Referred",1
2018-08-03,"Miscellaneous crime/citation","Report Taken",1
2018-08-03,"Miscellaneous crime/citation","Service",1
2018-08-03,"Disturbance","Advised",2
2018-08-03,"Disturbance","Civil Problem",1
2018-08-03,"Disturbance","Service",3
2018-08-03,"Disturbance","Unable to Locate",2
2018-08-03,"Alcohol/drugs","Advised",1
2018-08-03,"Burglary/theft","Arrest Made",1
2018-08-03,"Burglary/theft","Cancelled by RP",2
2018-08-03,"Burglary/theft","Report Taken",1
2018-08-03,"Burglary/theft","Service",1
2018-08-03,"Person search","Advised",1
2018-08-03,"Person search","Arrest Made",1
2018-08-03,"Person search","Service",1
2018-08-03,"Suspicious activity/threats","Advised",2
2018-08-03,"Suspicious activity/threats","Arrest Made",1
2018-08-03,"Suspicious activity/threats","Cited",1
2018-08-03,"Suspicious activity/threats","Service",6
2018-08-03,"Suspicious activity/threats","Unable to Locate",2
2018-08-03,"Violent crime, physical & sexual abuse, death","Arrest Made",1
2018-08-03,"Violent crime, physical & sexual abuse, death","Report Taken",1
2018-08-03,"Violent crime, physical & sexual abuse, death","Service",1
2018-08-04,"Miscellaneous general","Cancelled by RP",1
2018-08-04,"Miscellaneous general","Report Taken",1
2018-08-04,"Miscellaneous general","Service",1
2018-08-04,"Public services","Advised",1
2018-08-04,"Public services","Arrest Made",1
2018-08-04,"Public services","Referred",2
2018-08-04,"Public services","Service",6
2018-08-04,"Bikes","Advised",1
2018-08-04,"Bikes","Referred",1
2018-08-04,"Checkup","Cancelled by RP",2
2018-08-04,"Checkup","False Alarm",4
2018-08-04,"Checkup","Service",25
2018-08-04,"Patrol","Service",9
2018-08-04,"Vehicular violations","Advised",5
2018-08-04,"Vehicular violations","Cited",2
2018-08-04,"Vehicular violations","Service",6
2018-08-04,"Miscellaneous crime/citation","Service",1
2018-08-04,"Miscellaneous crime/citation","Unable to Locate",1
2018-08-04,"Disturbance","Advised",1
2018-08-04,"Disturbance","Service",2
2018-08-04,"Alcohol/drugs","Service",1
2018-08-04,"Burglary/theft","Online Crime Report",1
2018-08-04,"Burglary/theft","Report Taken",2
2018-08-04,"Burglary/theft","Service",2
2018-08-04,"Burglary/theft","Unfounded",1
2018-08-04,"Person search","Service",2
2018-08-04,"Suspicious activity/threats","Advised",1
2018-08-04,"Suspicious activity/threats","Service",9
2018-08-04,"Suspicious activity/threats","Unable to Locate",1
2018-08-04,"Violent crime, physical & sexual abuse, death","Arrest Made",1
2018-08-05,"Miscellaneous general","Service",2
2018-08-05,"Public services","Advised",1
2018-08-05,"Public services","Service",1
2018-08-05,"Checkup","Cancelled by RP",6
2018-08-05,"Checkup","False Alarm",1
2018-08-05,"Checkup","Referred",2
2018-08-05,"Checkup","Report Taken",1
2018-08-05,"Checkup","Service",16
2018-08-05,"Checkup","Unable to Locate",1
2018-08-05,"Patrol","Referred",1
2018-08-05,"Patrol","Service",8
2018-08-05,"Vehicular violations","Advised",3
2018-08-05,"Vehicular violations","Cited",2
2018-08-05,"Vehicular violations","Service",3
2018-08-05,"Vehicular violations","Unable to Locate",1
2018-08-05,"Miscellaneous crime/citation","Advised",1
2018-08-05,"Miscellaneous crime/citation","Report Taken",1
2018-08-05,"Miscellaneous crime/citation","Service",3
2018-08-05,"Disturbance","Unable to Locate",2
2018-08-05,"Disturbance","Unfounded",1
2018-08-05,"Alcohol/drugs","Service",2
2018-08-05,"Burglary/theft","Report Taken",1
2018-08-05,"Burglary/theft","Service",4
2018-08-05,"Person search","Service",2
2018-08-05,"Suspicious activity/threats","Advised",2
2018-08-05,"Suspicious activity/threats","Arrest Made",1
2018-08-05,"Suspicious activity/threats","Report Taken",1
2018-08-05,"Suspicious activity/threats","Service",5
2018-08-05,"Suspicious activity/threats","Unable to Locate",5
2018-08-05,"Suspicious activity/threats","Unfounded",1
2018-08-05,"Violent crime, physical & sexual abuse, death","Report Taken",2
2018-08-05,"Violent crime, physical & sexual abuse, death","Unable to Locate",1
2018-08-06,"Miscellaneous general","Advised",1
2018-08-06,"Miscellaneous general","Report Taken",6
2018-08-06,"Miscellaneous general","Service",1
2018-08-06,"Public services","Cancelled by RP",1
2018-08-06,"Public services","Service",5
2018-08-06,"Bikes","Referred",1
2018-08-06,"Bikes","Service",3
2018-08-06,"Checkup","Cancelled by RP",2
2018-08-06,"Checkup","Service",28
2018-08-06,"Patrol","Service",15
2018-08-06,"Vehicular violations","Advised",8
2018-08-06,"Vehicular violations","Cited",11
2018-08-06,"Vehicular violations","Incident Number Given",1
2018-08-06,"Vehicular violations","Referred",3
2018-08-06,"Vehicular violations","Report Taken",2
2018-08-06,"Vehicular violations","Service",10
2018-08-06,"Miscellaneous crime/citation","Advised",1
2018-08-06,"Miscellaneous crime/citation","Incident Number Given",1
2018-08-06,"Miscellaneous crime/citation","Report Taken",1
2018-08-06,"Miscellaneous crime/citation","Service",9
2018-08-06,"Miscellaneous crime/citation","Transient Contact",1
2018-08-06,"Disturbance","Service",7
2018-08-06,"Accidents/injuries","MORF",1
2018-08-06,"Accidents/injuries","Service",3
2018-08-06,"Burglary/theft","False Alarm",1
2018-08-06,"Burglary/theft","Incident Number Given",1
2018-08-06,"Burglary/theft","MORF",1
2018-08-06,"Burglary/theft","Report Taken",3
2018-08-06,"Burglary/theft","Unable to Locate",1
2018-08-06,"Person search","Report Taken",1
2018-08-06,"Person search","Service",4
2018-08-06,"Person search","Transient Contact",1
2018-08-06,"Person search","Unable to Locate",1
2018-08-06,"Suspicious activity/threats","Cited",1
2018-08-06,"Suspicious activity/threats","Service",9
2018-08-06,"Suspicious activity/threats","Unable to Locate",1
2018-08-06,"Violent crime, physical & sexual abuse, death","Report Taken",2
2018-08-06,"Violent crime, physical & sexual abuse, death","Service",1
2018-08-07,"Miscellaneous general","Referred",1
2018-08-07,"Miscellaneous general","Report Taken",2
2018-08-07,"Miscellaneous general","Service",7
2018-08-07,"Miscellaneous general","Transient Contact",1
2018-08-07,"Public services","Referred",2
2018-08-07,"Public services","Report Taken",1
2018-08-07,"Public services","Service",8
2018-08-07,"Bikes","Cited",1
2018-08-07,"Bikes","Service",1
2018-08-07,"Checkup","Advised",1
2018-08-07,"Checkup","Cancelled by RP",4
2018-08-07,"Checkup","False Alarm",1
2018-08-07,"Checkup","Service",37
2018-08-07,"Checkup","Unable to Locate",3
2018-08-07,"Patrol","Service",8
2018-08-07,"Vehicular violations","Advised",4
2018-08-07,"Vehicular violations","Cited",13
2018-08-07,"Vehicular violations","Referred",2
2018-08-07,"Vehicular violations","Service",4
2018-08-07,"Vehicular violations","Unable to Locate",1
2018-08-07,"Miscellaneous crime/citation","Advised",1
2018-08-07,"Miscellaneous crime/citation","Incident Number Given",1
2018-08-07,"Miscellaneous crime/citation","Referred",2
2018-08-07,"Miscellaneous crime/citation","Report Taken",1
2018-08-07,"Miscellaneous crime/citation","Service",5
2018-08-07,"Miscellaneous crime/citation","Unable to Locate",1
2018-08-07,"Disturbance","Arrest Made",1
2018-08-07,"Disturbance","Service",2
2018-08-07,"Disturbance","Unable to Locate",4
2018-08-07,"Accidents/injuries","Report Taken",1
2018-08-07,"Burglary/theft","Report Taken",4
2018-08-07,"Person search","Service",4
2018-08-07,"Person search","Unable to Locate",2
2018-08-07,"Suspicious activity/threats","Advised",3
2018-08-07,"Suspicious activity/threats","Incident Number Given",1
2018-08-07,"Suspicious activity/threats","Service",8
2018-08-07,"Suspicious activity/threats","Transient Contact",1
2018-08-07,"Suspicious activity/threats","Unable to Locate",2
2018-08-07,"Violent crime, physical & sexual abuse, death","Report Taken",3
2018-08-08,"Miscellaneous general","Report Taken",9
2018-08-08,"Miscellaneous general","Service",4
2018-08-08,"Public services","Advised",2
2018-08-08,"Public services","Referred",1
2018-08-08,"Public services","Service",6
2018-08-08,"Public services","Transient Contact",3
2018-08-08,"Bikes","Cited",1
2018-08-08,"Checkup","Report Taken",2
2018-08-08,"Checkup","Service",25
2018-08-08,"Checkup","Transient Contact",1
2018-08-08,"Patrol","Service",17
2018-08-08,"Vehicular violations","Advised",6
2018-08-08,"Vehicular violations","Cited",3
2018-08-08,"Vehicular violations","Referred",3
2018-08-08,"Vehicular violations","Service",16
2018-08-08,"Vehicular violations","Unable to Locate",1
2018-08-08,"Vehicular violations","Unfounded",1
2018-08-08,"Miscellaneous crime/citation","Referred",1
2018-08-08,"Miscellaneous crime/citation","Report Taken",1
2018-08-08,"Miscellaneous crime/citation","Service",9
2018-08-08,"Miscellaneous crime/citation","Unable to Locate",1
2018-08-08,"Disturbance","Advised",2
2018-08-08,"Disturbance","Report Taken",1
2018-08-08,"Disturbance","Service",1
2018-08-08,"Accidents/injuries","Report Taken",2
2018-08-08,"Burglary/theft","Report Taken",1
2018-08-08,"Burglary/theft","Service",4
2018-08-08,"Burglary/theft","Unable to Locate",1
2018-08-08,"Person search","Arrest Made",1
2018-08-08,"Person search","Referred",1
2018-08-08,"Person search","Service",6
2018-08-08,"Person search","Unable to Locate",2
2018-08-08,"Suspicious activity/threats","Advised",5
2018-08-08,"Suspicious activity/threats","Report Taken",1
2018-08-08,"Suspicious activity/threats","Service",11
2018-08-08,"Suspicious activity/threats","Unable to Locate",1
2018-08-08,"Violent crime, physical & sexual abuse, death","Report Taken",2
2018-08-09,"Miscellaneous general","Advised",1
2018-08-09,"Miscellaneous general","Report Taken",2
2018-08-09,"Miscellaneous general","Service",8
2018-08-09,"Public services","Advised",1
2018-08-09,"Public services","Service",6
2018-08-09,"Public services","Unable to Locate",1
2018-08-09,"Bikes","Advised",1
2018-08-09,"Checkup","Cancelled by RP",3
2018-08-09,"Checkup","Report Taken",1
2018-08-09,"Checkup","Service",25
2018-08-09,"Patrol","Service",4
2018-08-09,"Vehicular violations","Advised",3
2018-08-09,"Vehicular violations","Arrest Made",1
2018-08-09,"Vehicular violations","Service",25
2018-08-09,"Vehicular violations","Unable to Locate",1
2018-08-09,"Miscellaneous crime/citation","Service",6
2018-08-09,"Disturbance","Advised",1
2018-08-09,"Disturbance","Service",4
2018-08-09,"Disturbance","Unable to Locate",1
2018-08-09,"Accidents/injuries","Report Taken",1
2018-08-09,"Accidents/injuries","Service",1
2018-08-09,"Burglary/theft","Arrest Made",1
2018-08-09,"Burglary/theft","Cancelled by RP",1
2018-08-09,"Burglary/theft","MORF",1
2018-08-09,"Burglary/theft","Online Crime Report",1
2018-08-09,"Burglary/theft","Report Taken",2
2018-08-09,"Burglary/theft","Service",1
2018-08-09,"Person search","Advised",1
2018-08-09,"Person search","Cancelled by RP",1
2018-08-09,"Person search","Referred",1
2018-08-09,"Person search","Service",5
2018-08-09,"Person search","Unable to Locate",1
2018-08-09,"Suspicious activity/threats","Advised",2
2018-08-09,"Suspicious activity/threats","Arrest Made",1
2018-08-09,"Suspicious activity/threats","Online Crime Report",1
2018-08-09,"Suspicious activity/threats","Report Taken",1
2018-08-09,"Suspicious activity/threats","Service",9
2018-08-09,"Violent crime, physical & sexual abuse, death","Service",1
2018-08-10,"Miscellaneous general","Report Taken",1
2018-08-10,"Miscellaneous general","Service",3
2018-08-10,"Public services","Referred",3
2018-08-10,"Public services","Service",8
2018-08-10,"Checkup","Cancelled by RP",5
2018-08-10,"Checkup","False Alarm",1
2018-08-10,"Checkup","Report Taken",1
2018-08-10,"Checkup","Service",11
2018-08-10,"Patrol","Service",11
2018-08-10,"Vehicular violations","Advised",1
2018-08-10,"Vehicular violations","Cited",2
2018-08-10,"Vehicular violations","Report Taken",1
2018-08-10,"Vehicular violations","Service",9
2018-08-10,"Vehicular violations","Unfounded",1
2018-08-10,"Miscellaneous crime/citation","Advised",3
2018-08-10,"Miscellaneous crime/citation","Service",1
2018-08-10,"Disturbance","Arrest Made",1
2018-08-10,"Disturbance","Report Taken",1
2018-08-10,"Disturbance","Service",3
2018-08-10,"Disturbance","Unable to Locate",1
2018-08-10,"Alcohol/drugs","Advised",1
2018-08-10,"Burglary/theft","False Alarm",2
2018-08-10,"Burglary/theft","Report Taken",1
2018-08-10,"Burglary/theft","Service",2
2018-08-10,"Burglary/theft","Unable to Locate",1
2018-08-10,"Person search","Report Taken",1
2018-08-10,"Person search","Unable to Locate",1
2018-08-10,"Suspicious activity/threats","Service",6
2018-08-10,"Violent crime, physical & sexual abuse, death","Report Taken",1
2018-08-10,"Violent crime, physical & sexual abuse, death","Service",1
2018-08-11,"Miscellaneous general","Referred",1
2018-08-11,"Miscellaneous general","Service",7
2018-08-11,"Public services","Referred",1
2018-08-11,"Bikes","Advised",1
2018-08-11,"Bikes","Service",1
2018-08-11,"Checkup","Advised",1
2018-08-11,"Checkup","Cancelled by RP",2
2018-08-11,"Checkup","Referred",1
2018-08-11,"Checkup","Service",12
2018-08-11,"Checkup","Unable to Locate",2
2018-08-11,"Patrol","Service",12
2018-08-11,"Vehicular violations","Advised",4
2018-08-11,"Vehicular violations","Service",2
2018-08-11,"Miscellaneous crime/citation","Service",1
2018-08-11,"Disturbance","Advised",2
2018-08-11,"Disturbance","Cancelled by RP",1
2018-08-11,"Disturbance","Service",4
2018-08-11,"Disturbance","Unable to Locate",1
2018-08-11,"Alcohol/drugs","Arrest Made",1
2018-08-11,"Alcohol/drugs","Service",2
2018-08-11,"Burglary/theft","False Alarm",2
2018-08-11,"Burglary/theft","Service",1
2018-08-11,"Burglary/theft","Unable to Locate",1
2018-08-11,"Person search","Service",1
2018-08-11,"Suspicious activity/threats","Advised",3
2018-08-11,"Suspicious activity/threats","Arrest Made",1
2018-08-11,"Suspicious activity/threats","Cancelled by RP",1
2018-08-11,"Suspicious activity/threats","False Alarm",1
2018-08-11,"Suspicious activity/threats","Report Taken",1
2018-08-11,"Suspicious activity/threats","Service",4
2018-08-11,"Suspicious activity/threats","Unable to Locate",1
2018-08-11,"Violent crime, physical & sexual abuse, death","Service",1
2018-08-12,"Miscellaneous general","Cancelled by RP",1
2018-08-12,"Miscellaneous general","Service",2
2018-08-12,"Public services","Cancelled by RP",1
2018-08-12,"Public services","Service",2
2018-08-12,"Bikes","Cited",1
2018-08-12,"Checkup","Advised",3
2018-08-12,"Checkup","Cancelled by RP",2
2018-08-12,"Checkup","Cited",1
2018-08-12,"Checkup","Referred",1
2018-08-12,"Checkup","Service",18
2018-08-12,"Checkup","Unable to Locate",2
2018-08-12,"Patrol","Service",9
2018-08-12,"Vehicular violations","Advised",10
2018-08-12,"Vehicular violations","Arrest Made",1
2018-08-12,"Vehicular violations","Cited",4
2018-08-12,"Vehicular violations","Referred",1
2018-08-12,"Vehicular violations","Service",7
2018-08-12,"Miscellaneous crime/citation","Advised",2
2018-08-12,"Miscellaneous crime/citation","Arrest Made",2
2018-08-12,"Disturbance","Advised",1
2018-08-12,"Disturbance","Service",4
2018-08-12,"Disturbance","Unable to Locate",1
2018-08-12,"Accidents/injuries","Service",1
2018-08-12,"Burglary/theft","Service",2
2018-08-12,"Person search","Referred",1
2018-08-12,"Person search","Service",3
2018-08-12,"Person search","Unable to Locate",1
2018-08-12,"Suspicious activity/threats","Advised",1
2018-08-12,"Suspicious activity/threats","Cancelled by RP",1
2018-08-12,"Suspicious activity/threats","Service",10
2018-08-12,"Suspicious activity/threats","Unable to Locate",1
2018-08-12,"Violent crime, physical & sexual abuse, death","Report Taken",2
2018-08-13,"Miscellaneous general","Report Taken",1
2018-08-13,"Miscellaneous general","Service",2
2018-08-13,"Public services","Service",4
2018-08-13,"Public services","Transient Contact",1
2018-08-13,"Checkup","Advised",2
2018-08-13,"Checkup","Cancelled by RP",6
2018-08-13,"Checkup","Report Taken",1
2018-08-13,"Checkup","Service",10
2018-08-13,"Patrol","Service",6
2018-08-13,"Vehicular violations","Advised",8
2018-08-13,"Vehicular violations","Cited",10
2018-08-13,"Vehicular violations","Referred",5
2018-08-13,"Vehicular violations","Report Taken",2
2018-08-13,"Vehicular violations","Service",11
2018-08-13,"Miscellaneous crime/citation","Advised",1
2018-08-13,"Miscellaneous crime/citation","Arrest Made",1
2018-08-13,"Miscellaneous crime/citation","Incident Number Given",1
2018-08-13,"Miscellaneous crime/citation","Report Taken",1
2018-08-13,"Miscellaneous crime/citation","Service",7
2018-08-13,"Disturbance","Advised",1
2018-08-13,"Disturbance","Cancelled by RP",1
2018-08-13,"Disturbance","Report Taken",1
2018-08-13,"Disturbance","Service",4
2018-08-13,"Disturbance","Unable to Locate",2
2018-08-13,"Alcohol/drugs","Unable to Locate",1
2018-08-13,"Accidents/injuries","Incident Number Given",1
2018-08-13,"Accidents/injuries","Service",1
2018-08-13,"Accidents/injuries","Unable to Locate",1
2018-08-13,"Burglary/theft","Arrest Made",1
2018-08-13,"Burglary/theft","Incident Number Given",1
2018-08-13,"Burglary/theft","MORF",1
2018-08-13,"Burglary/theft","Online Crime Report",1
2018-08-13,"Burglary/theft","Report Taken",4
2018-08-13,"Burglary/theft","Service",1
2018-08-13,"Person search","Advised",1
2018-08-13,"Person search","Arrest Made",1
2018-08-13,"Person search","Service",4
2018-08-13,"Person search","Unable to Locate",1
2018-08-13,"Person search","Unfounded",1
2018-08-13,"Suspicious activity/threats","Service",10
2018-08-13,"Suspicious activity/threats","Unfounded",1
2018-08-13,"Violent crime, physical & sexual abuse, death","Service",1
2018-08-14,"Miscellaneous general","Report Taken",1
2018-08-14,"Miscellaneous general","Service",9
2018-08-14,"Public services","Cancelled by RP",1
2018-08-14,"Public services","Referred",1
2018-08-14,"Public services","Service",2
2018-08-14,"Bikes","Service",3
2018-08-14,"Checkup","Cancelled by RP",7
2018-08-14,"Checkup","Referred",2
2018-08-14,"Checkup","Report Taken",1
2018-08-14,"Checkup","Service",10
2018-08-14,"Patrol","Service",8
2018-08-14,"Vehicular violations","Advised",3
2018-08-14,"Vehicular violations","Cited",6
2018-08-14,"Vehicular violations","Referred",2
2018-08-14,"Vehicular violations","Report Taken",1
2018-08-14,"Vehicular violations","Service",1
2018-08-14,"Vehicular violations","Unable to Locate",1
2018-08-14,"Miscellaneous crime/citation","Advised",1
2018-08-14,"Miscellaneous crime/citation","Referred",2
2018-08-14,"Miscellaneous crime/citation","Report Taken",2
2018-08-14,"Miscellaneous crime/citation","Service",7
2018-08-14,"Disturbance","Arrest Made",1
2018-08-14,"Disturbance","Cancelled by RP",1
2018-08-14,"Disturbance","Referred",1
2018-08-14,"Disturbance","Service",3
2018-08-14,"Disturbance","Unable to Locate",1
2018-08-14,"Accidents/injuries","Cancelled by RP",1
2018-08-14,"Accidents/injuries","Report Taken",1
2018-08-14,"Accidents/injuries","Service",1
2018-08-14,"Burglary/theft","Online Crime Report",1
2018-08-14,"Burglary/theft","Report Taken",1
2018-08-14,"Burglary/theft","Service",3
2018-08-14,"Person search","Service",2
2018-08-14,"Person search","Unable to Locate",1
2018-08-14,"Suspicious activity/threats","Advised",1
2018-08-14,"Suspicious activity/threats","Cancelled by RP",1
2018-08-14,"Suspicious activity/threats","Cited",1
2018-08-14,"Suspicious activity/threats","Service",6
2018-08-14,"Suspicious activity/threats","Transient Contact",1
2018-08-14,"Suspicious activity/threats","Unable to Locate",1
2018-08-14,"Suspicious activity/threats","Unfounded",1
2018-08-14,"Violent crime, physical & sexual abuse, death","Arrest Made",1
2018-08-14,"Violent crime, physical & sexual abuse, death","Report Taken",1
2018-08-14,"Violent crime, physical & sexual abuse, death","Service",3
2018-08-15,"Miscellaneous general","Advised",1
2018-08-15,"Miscellaneous general","Cancelled by RP",1
2018-08-15,"Miscellaneous general","Referred",1
2018-08-15,"Miscellaneous general","Report Taken",1
2018-08-15,"Miscellaneous general","Service",1
2018-08-15,"Public services","Advised",4
2018-08-15,"Public services","Referred",1
2018-08-15,"Public services","Service",4
2018-08-15,"Bikes","Advised",2
2018-08-15,"Bikes","Cited",1
2018-08-15,"Bikes","Service",2
2018-08-15,"Checkup","Advised",1
2018-08-15,"Checkup","Arrest Made",1
2018-08-15,"Checkup","Cancelled by RP",7
2018-08-15,"Checkup","False Alarm",1
2018-08-15,"Checkup","Referred",6
2018-08-15,"Checkup","Service",21
2018-08-15,"Checkup","Unable to Locate",3
2018-08-15,"Patrol","Service",14
2018-08-15,"Vehicular violations","Advised",8
2018-08-15,"Vehicular violations","Cancelled by RP",1
2018-08-15,"Vehicular violations","Cited",3
2018-08-15,"Vehicular violations","Referred",2
2018-08-15,"Vehicular violations","Service",10
2018-08-15,"Vehicular violations","Unable to Locate",1
2018-08-15,"Miscellaneous crime/citation","Cancelled by RP",1
2018-08-15,"Miscellaneous crime/citation","Incident Number Given",1
2018-08-15,"Miscellaneous crime/citation","Report Taken",4
2018-08-15,"Miscellaneous crime/citation","Service",2
2018-08-15,"Miscellaneous crime/citation","Unable to Locate",2
2018-08-15,"Disturbance","Advised",3
2018-08-15,"Disturbance","Cancelled by RP",1
2018-08-15,"Disturbance","Service",2
2018-08-15,"Disturbance","Unable to Locate",2
2018-08-15,"Alcohol/drugs","Service",1
2018-08-15,"Alcohol/drugs","Unable to Locate",1
2018-08-15,"Accidents/injuries","Service",1
2018-08-15,"Burglary/theft","Cancelled by RP",1
2018-08-15,"Burglary/theft","MORF",1
2018-08-15,"Burglary/theft","Report Taken",3
2018-08-15,"Person search","Service",2
2018-08-15,"Suspicious activity/threats","Advised",2
2018-08-15,"Suspicious activity/threats","Arrest Made",1
2018-08-15,"Suspicious activity/threats","Cancelled by RP",3
2018-08-15,"Suspicious activity/threats","Service",3
2018-08-15,"Suspicious activity/threats","Unfounded",1
2018-08-16,"Miscellaneous general","Incident Number Given",4
2018-08-16,"Miscellaneous general","Report Taken",13
2018-08-16,"Miscellaneous general","Service",11
2018-08-16,"Public services","Advised",1
2018-08-16,"Public services","Referred",1
2018-08-16,"Public services","Service",12
2018-08-16,"Public services","Transient Contact",1
2018-08-16,"Bikes","Service",1
2018-08-16,"Checkup","Cancelled by RP",6
